7,31.600000000000023,4270.0,537.4,16.0,36.5,3827.0,523.0,11.0,32.0,3522.0,523.0,17.0,46.0,3536.0,616.0,36.0,30.0,3720.0,502.0,12.0,23.0,3537.5,489.0,12.0,29.0,3559.25,507.0,10.0,88.0,3430.0,797.0,72.0,41.0,3534.0,556.0,14.0,50.0,3812.0,582.5,16.0,72.0,3735.0,666.0,24.0,38.0,3283.0,531.0,14.0,37.0,3312.1666666666665,513.0,16.0,36.0,2667.0,513.0,23.0,32.0,3184.75,495.0,16.0,47.0,2920.0,539.0,23.0,39.0,3538.0,554.0,23.0,58.0,2832.0,589.75,30.0,62.0,3059.0,594.5,35.0,34.0,3528.5,504.0,17.0,31.0,3337.4285714285716,497.0,15.0,37.0,3125.3846153846152,506.0,14.0,7.0,3577.0,549.0,6.0
8,31.399999999999977,4270.0,537.6,16.0,36.75,3827.0,523.0,11.0,32.0,3521.5,523.0,17.0,45.0,3528.0,616.0,40.0,30.0,3717.0,502.0,12.0,23.0,3537.0,489.0,12.0,29.0,3559.0,507.0,10.0,88.0,3425.0,797.0,72.0,41.0,3533.6666666666665,556.0,14.0,51.0,3811.0,582.0,16.0,70.0,3732.0,667.0,28.0,38.0,3282.0,531.0,14.0,37.0,3312.3333333333335,513.0,16.0,37.0,2667.0,513.0,23.0,32.0,3184.875,495.0,16.0,47.0,2920.1428571428573,539.0,23.0,39.0,3539.0,554.0,23.0,58.0,2832.0,590.0,30.0,62.0,3059.0,595.0,35.0,34.0,3529.0,504.0,17.0,31.0,3337.5714285714284,497.0,15.0,37.0,3125.4615384615386,506.0,14.0,7.0,3583.0,549.0,6.0
9,31.200000000000045,4270.0,537.8,16.0,37.0,3827.0,523.0,11.0,32.0,3521.0,523.0,17.0,46.0,3524.0,615.0,44.0,30.0,3717.0,501.0,12.0,23.0,3537.0,489.0,13.0,29.000000000000057,3559.0,507.3333333333333,10.0,91.0,3420.0,794.0,68.0,41.0,3533.3333333333335,556.0,14.0,50.0,3810.5,581.5,16.0,69.0,3730.0,667.0,32.0,38.0,3281.0,532.0,14.0,37.0,3312.5,513.0,16.0,38.0,2667.0,513.0,23.0,32.0,3185.0,495.0,16.0,47.0,2920.285714285714,539.0,23.0,39.0,3541.0,553.0,23.0,58.0,2832.0,590.3333333333334,30.0,62.0,3059.0,595.3333333333334,35.0,34.0,3529.0,505.0,17.0,31.0,3337.714285714286,497.0,15.0,37.0,3125.5384615384614,506.0,14.0,7.0,3588.0,549.0,6.0
10,31.0,4270.0,538.0,16.0,37.0,3826.5,523.0,11.0,32.0,3520.5,523.0,17.0,46.0,3519.0,615.0,36.0,31.0,3717.0,501.0,12.0,23.0,3536.5,489.0,13.0,28.999999999999943,3559.0,507.6666666666667,10.0,90.0,3412.0,795.0,68.0,41.0,3533.0,556.0,14.0,49.0,3810.0,581.0,16.0,71.0,3727.0,667.0,32.0,38.0,3280.0,532.0,14.0,37.0,3312.6666666666665,513.0,16.0,38.0,2667.0,512.75,23.0,32.0,3185.125,495.0,16.0,47.0,2920.4285714285716,539.0,23.0,39.0,3542.0,553.0,23.0,58.0,2832.0,590.6666666666666,30.0,62.0,3059.0,595.6666666666666,35.0,34.0,3530.0,505.0,18.0,31.0,3337.8571428571427,497.0,15.0,37.0,3125.6153846153848,506.0,14.0,7.0,3594.0,549.0,6.0
11,31.0,4268.333333333333,538.0,16.0,37.0,3826.0,523.0,11.0,32.0,3520.0,523.0,17.0,46.0,3514.0,616.0,40.0,30.0,3717.0,501.0,12.0,23.0,3536.0,489.0,13.0,29.0,3559.0,508.0,10.0,89.0,3404.0,796.0,69.0,40.75,3532.75,556.0,14.0,51.0,3810.0,582.0,16.0,69.0,3726.0,669.0,36.0,38.0,3279.0,532.0,14.0,37.0,3312.8333333333335,513.0,16.0,38.0,2667.0,512.5,23.0,32.0,3185.25,495.0,16.0,47.0,2920.5714285714284,539.0,23.0,39.0,3544.0,553.0,23.0,58.0,2832.0,591.0,30.0,62.0,3059.0,596.0,35.0,34.0,3530.5,505.5,18.0,31.0,3338.0,497.0,15.0,37.0,3125.6923076923076,506.0,14.0,7.0,3600.0,549.0,6.0
12,31.0,4266.666666666667,538.0,16.0,36.75,3826.0,523.25,11.0,32.0,3519.5,523.0,17.0,46.0,3508.0,615.0,40.0,30.0,3717.0,501.5,12.0,23.0,3535.5,489.0,13.0,28.999999999999943,3559.0,508.14285714285717,10.0,88.0,3396.0,797.0,70.0,40.5,3532.5,556.0,14.0,50.5,3810.0,582.0,16.0,68.0,3723.0,671.0,36.0,38.0,3278.0,533.0,14.0,37.0,3313.0,513.0,16.0,38.0,2667.0,512.25,23.0,32.0,3185.375,495.0,16.0,47.0,2920.714285714286,539.0,23.0,39.0,3545.0,552.0,23.0,58.0,2831.6666666666665,591.0,30.0,62.0,3059.0,596.5,35.0,34.0,3531.0,506.0,18.0,31.0,3338.1428571428573,497.0,15.0,37.0,3125.769230769231,506.0,14.0,7.0,3606.0,549.0,6.0
13,31.0,4265.0,538.0,16.0,36.5,3826.0,523.5,11.0,32.0,3519.0,523.0,17.0,46.0,3506.0,615.0,44.0,30.0,3717.0,502.0,12.0,23.0,3535.0,489.0,13.0,29.000000000000057,3559.0,508.2857142857143,10.0,87.0,3388.0,798.0,71.0,40.25,3532.25,556.0,14.0,50.0,3810.0,582.0,16.0,68.0,3722.0,672.0,36.0,38.0,3277.0,533.0,14.0,37.0,3313.0,513.3333333333334,16.0,38.0,2667.0,512.0,23.0,32.0,3185.5,495.0,16.0,47.0,2920.8571428571427,539.0,23.0,39.0,3547.0,552.0,23.0,58.0,2831.3333333333335,591.0,30.0,62.0,3059.0,597.0,35.0,33.5,3531.5,506.0,18.5,31.0,3338.285714285714,497.0,15.0,37.0,3125.846153846154,506.0,14.0,7.0,3612.0,549.0,6.0
14,31.14285714285711,4265.0,537.8571428571429,16.0,36.25,3826.0,523.75,11.0,32.0,3518.0,523.0,17.0,46.0,3502.0,615.0,48.0,29.0,3717.0,502.0,12.0,23.0,3535.0,490.0,13.0,29.0,3559.0,508.42857142857144,10.0,87.0,3380.0,799.0,72.0,40.0,3532.0,556.0,14.0,49.0,3808.0,583.0,16.0,68.5,3721.0,671.5,35.0,38.0,3276.0,534.0,14.0,37.0,3313.0,513.6666666666666,16.0,38.0,2667.0,512.1666666666666,23.0,32.0,3185.625,495.0,16.0,47.0,2921.0,539.0,23.0,39.0,3548.0,551.0,23.0,58.0,2831.0,591.0,30.0,62.0,3059.0,597.3333333333334,35.0,33.0,3532.0,506.0,19.0,31.0,3338.4285714285716,497.0,15.0,37.0,3125.923076923077,506.0,14.0,7.0,3617.0,549.0,6.0
15,31.285714285714334,4265.0,537.7142857142857,16.0,36.0,3826.0,524.0,11.0,32.0,3517.5,523.0,17.0,43.0,3498.0,616.0,48.0,28.0,3715.0,504.0,12.0,23.0,3534.5,490.0,13.0,29.0,3559.0,508.57142857142856,10.0,87.0,3371.0,798.0,72.0,40.0,3531.6666666666665,556.0,14.0,48.66666666666663,3808.0,583.0,16.0,69.0,3720.0,671.0,34.0,38.0,3275.5,534.5,14.0,37.0,3313.0,514.0,16.0,38.0,2667.0,512.3333333333334,23.0,32.0,3185.75,495.0,16.0,47.0,2921.0,539.5,23.0,39.0,3551.0,551.0,23.0,58.0,2831.0,592.0,30.0,62.0,3059.0,597.6666666666666,35.0,33.0,3534.0,506.0,19.0,31.0,3338.5714285714284,497.0,15.0,37.0,3126.0,506.0,14.0,7.0,3623.0,548.0,6.0
16,31.428571428571445,4265.0,537.5714285714286,16.0,35.75,3826.0,524.0,11.0,32.0,3517.0,523.0,17.0,43.0,3495.0,614.0,48.0,27.75,3715.0,504.0,12.0,23.0,3534.0,490.0,13.0,28.999999999999943,3559.0,508.7142857142857,10.0,87.0,3362.0,798.0,72.0,40.0,3531.3333333333335,556.0,14.0,48.33333333333337,3808.0,583.0,16.0,70.0,3719.0,671.0,32.0,38.0,3275.0,535.0,14.0,37.0,3313.0,514.1111111111111,16.0,38.0,2667.0,512.5,23.0,32.0,3185.875,495.0,16.0,47.0,2921.0,540.0,23.0,39.0,3553.0,551.0,23.0,58.0,2831.0,592.25,30.0,62.0,3059.0,598.0,35.0,33.0,3535.0,506.0,19.0,31.0,3338.714285714286,497.0,15.0,37.0,3126.0,506.125,14.0,7.0,3628.0,548.0,6.0
17,31.571428571428555,4265.0,537.4285714285714,16.0,35.5,3826.0,524.0,11.0,32.0,3516.5,523.0,17.0,45.0,3492.0,612.0,32.0,27.5,3715.0,504.0,12.0,23.0,3533.5,490.0,13.0,29.000000000000057,3559.0,508.85714285714283,10.0,88.0,3353.0,797.0,73.0,40.0,3531.0,556.0,14.0,48.0,3808.0,583.0,16.0,69.0,3720.0,672.0,28.0,38.0,3274.0,535.0,14.0,37.0,3313.0,514.2222222222222,16.0,38.0,2667.0,512.6666666666666,23.0,32.0,3186.0,495.0,16.0,47.0,2921.1666666666665,540.0,23.0,39.0,3556.0,550.0,23.0,58.0,2831.0,592.5,30.0,62.0,3059.0,598.5,35.0,33.0,3536.0,506.0,19.0,31.0,3338.8571428571427,497.0,15.0,37.0,3126.0,506.25,14.0,7.0,3633.0,548.0,6.0
18,31.714285714285666,4265.0,537.2857142857143,16.0,35.25,3826.0,524.0,11.0,32.0,3516.0,523.0,17.0,47.0,3491.0,611.0,40.0,27.25,3715.0,504.0,12.0,23.0,3533.0,490.0,13.0,29.0,3559.0,509.0,10.0,88.0,3344.0,797.0,73.0,40.0,3531.0,556.0,14.333333333333485,48.0,3806.5,583.0,16.0,70.0,3719.0,672.0,20.0,38.0,3273.0,535.0,14.0,37.0,3313.0,514.3333333333334,16.0,38.0,2667.0,512.8333333333334,23.0,32.0,3186.125,495.0,16.0,47.0,2921.3333333333335,540.0,23.0,39.0,3559.0,550.0,23.0,58.0,2831.0,592.75,30.0,62.0,3059.0,599.0,35.0,33.0,3538.0,506.0,20.0,31.0,3339.0,497.0,15.0,37.0,3126.0,506.375,14.0,7.0,3638.0,548.0,6.0
19,31.85714285714289,4265.0,537.1428571428571,16.0,35.0,3826.0,524.0,11.0,32.0,3515.5,523.0,17.0,45.0,3492.0,613.0,32.0,27.0,3715.0,504.0,12.0,23.0,3533.0,490.0,14.0,29.0,3558.6666666666665,509.0,10.0,88.0,3335.0,796.0,73.0,40.0,3531.0,556.0,14.666666666666515,48.0,3805.0,583.0,16.0,71.0,3717.0,670.0,20.0,38.0,3272.0,536.0,14.0,37.0,3313.0,514.4444444444445,16.0,38.0,2667.0,513.0,23.0,32.0,3186.25,495.0,16.0,47.0,2921.5,540.0,23.0,39.0,3561.0,550.0,23.0,58.0,2831.0,593.0,30.0,62.0,3058.5,599.0,35.0,33.0,3539.0,506.0,20.0,31.0,3339.0,497.25,15.0,37.0,3126.0,506.5,14.0,7.0,3643.0,548.0,6.0
20,32.0,4265.0,537.0,16.0,36.0,3824.0,524.0,11.0,32.0,3515.0,523.0,17.0,46.0,3488.0,612.0,28.0,27.0,3714.5,504.0,12.0,22.5,3532.5,490.5,14.0,29.0,3558.3333333333335,509.0,10.0,89.0,3326.0,796.0,74.0,40.0,3531.0,556.0,15.0,49.0,3804.0,582.0,16.0,69.0,3711.0,671.0,24.0,38.0,3271.0,536.0,14.0,37.0,3313.0,514.5555555555555,16.0,37.0,2667.0,513.0,23.0,32.0,3186.375,495.0,16.0,47.0,2921.6666666666665,540.0,23.0,39.0,3564.0,549.0,23.0,58.0,2831.0,593.1666666666666,30.0,62.0,3058.0,599.0,35.0,33.0,3540.0,507.0,20.0,31.0,3339.0,497.5,15.0,37.0,3126.0,506.625,14.0,7.0,3647.0,548.0,6.0
21,31.333333333333258,4263.666666666667,537.3333333333334,16.0,36.0,3822.0,524.0,15.0,32.0,3514.5,523.0,17.0,45.0,3481.0,612.0,36.0,27.0,3714.0,504.0,12.0,22.0,3532.0,491.0,14.0,29.0,3558.0,509.0,10.0,89.0,3317.0,795.0,74.0,40.0,3530.0,556.0,15.0,49.0,3804.0,583.0,16.0,68.0,3713.0,672.0,20.0,38.0,3270.0,537.0,14.0,37.0,3313.0,514.6666666666666,16.0,36.66666666666663,2667.0,513.0,23.0,32.0,3186.5,495.0,16.0,47.0,2921.8333333333335,540.0,23.0,39.0,3567.0,549.0,23.0,58.0,2831.0,593.3333333333334,30.0,62.0,3058.0,600.0,35.0,33.0,3542.0,507.0,21.0,31.0,3339.0,497.75,15.0,37.0,3126.0,506.75,14.0,7.0,3651.0,548.0,6.0
22,30.666666666666742,4262.333333333333,537.6666666666666,16.0,35.0,3822.0,523.0,15.0,32.0,3514.0,523.0,17.0,46.0,3476.0,612.0,40.0,27.0,3714.0,505.0,12.0,22.0,3531.5,491.0,14.0,29.0,3558.0,509.25,10.0,90.0,3309.0,795.0,75.0,39.5,3530.0,556.0,15.0,49.0,3802.0,583.0,16.0,67.0,3709.0,674.0,24.0,38.0,3269.0,537.0,14.0,37.0,3313.0,514.7777777777778,16.0,36.33333333333337,2667.0,513.0,23.0,32.0,3186.625,495.0,16.0,47.0,2922.0,540.0,23.0,39.0,3569.0,549.0,23.0,58.0,2831.0,593.5,30.0,62.0,3058.0,600.5,35.0,33.0,3543.0,507.0,21.0,31.0,3339.0,498.0,15.0,37.0,3126.0,506.875,14.0,7.0,3655.0,548.0,6.0
23,30.0,4261.0,538.0,16.0,35.0,3821.3333333333335,523.0,15.0,32.0,3513.0,523.0,17.0,44.0,3469.0,612.0,44.0,28.0,3714.0,504.0,12.0,22.0,3531.0,491.0,14.0,29.0,3558.0,509.5,10.0,91.0,3306.0,794.0,71.0,39.0,3530.0,556.0,15.0,49.0,3800.0,583.0,16.0,66.0,3706.0,676.0,28.0,38.0,3268.5,537.5,14.0,37.0,3313.0,514.8888888888889,16.0,36.0,2667.0,513.0,23.0,32.0,3186.75,495.0,16.0,47.0,2922.0,540.3333333333334,23.0,39.0,3572.0,548.0,23.0,58.0,2831.0,593.6666666666666,30.0,62.0,3058.0,601.0,35.0,33.0,3544.0,507.0,21.0,31.0,3339.3333333333335,498.0,15.0,37.0,3126.0,507.0,14.0,7.0,3659.0,548.0,6.0
24,31.0,4261.0,537.0,16.0,35.0,3820.6666666666665,523.0,15.0,32.0,3512.5,523.0,17.0,44.0,3468.0,612.0,40.0,28.0,3713.6666666666665,504.0,12.0,22.0,3530.0,491.0,14.0,29.0,3558.0,509.75,10.0,92.0,3298.0,792.0,64.0,39.0,3529.0,556.0,15.0,49.0,3799.0,583.0,16.0,67.0,3701.0,676.0,32.0,38.0,3268.0,538.0,14.0,37.0,3313.0,515.0,16.0,36.0,2670.0,513.0,20.0,32.0,3186.875,495.0,16.0,47.0,2922.0,540.6666666666666,23.0,39.0,3575.0,548.0,23.0,58.0,2831.0,593.8333333333334,30.0,62.0,3058.0,601.3333333333334,35.0,33.0,3547.0,507.0,21.0,31.0,3339.6666666666665,498.0,15.0,37.0,3126.25,507.0,14.0,7.0,3663.0,548.0,6.0
25,31.33333333333337,4261.0,537.0,16.0,35.0,3820.0,523.0,15.0,32.0,3512.0,523.0,17.0,44.0,3460.0,612.0,40.0,28.0,3713.3333333333335,504.0,12.0,22.0,3529.0,491.0,14.0,29.0,3558.0,510.0,10.0,93.0,3289.0,791.0,61.0,39.0,3528.75,556.0,15.0,48.0,3799.0,583.0,16.0,66.0,3697.0,677.0,36.0,38.0,3267.0,538.0,14.0,37.0,3313.125,515.0,16.0,37.0,2670.0,513.0,20.0,32.0,3187.0,495.0,16.0,47.0,2922.0,541.0,23.0,39.0,3577.0,548.0,23.0,58.0,2831.0,594.0,30.0,62.0,3058.0,601.6666666666666,35.0,33.0,3549.0,507.0,22.0,31.0,3340.0,498.0,15.0,37.0,3126.5,507.0,14.0,7.0,3667.0,548.0,6.0
26,31.66666666666663,4261.0,537.0,16.0,36.0,3819.0,523.0,15.0,32.0,3511.5,523.0,17.0,45.0,3453.0,612.0,40.0,28.0,3713.0,504.0,12.0,22.0,3528.0,491.0,14.0,29.0,3558.0,510.1111111111111,10.0,94.0,3281.0,790.0,58.0,39.0,3528.5,556.0,15.0,50.0,3799.0,583.0,16.0,66.0,3694.0,678.0,40.0,38.0,3266.0,539.0,14.0,37.0,3313.25,515.0,16.0,36.5,2670.0,513.5,20.0,32.0,3187.1111111111113,495.0,16.0,47.0,2921.0,541.0,23.0,39.0,3580.0,547.0,23.0,58.0,2831.0,594.125,30.0,62.0,3058.0,602.0,35.0,33.0,3551.0,508.0,22.0,31.0,3339.0,498.0,15.0,37.0,3126.75,507.0,14.0,7.0,3671.0,548.0,6.0
27,32.0,4261.0,537.0,16.0,35.0,3819.0,523.0,15.0,32.0,3511.0,523.0,17.0,46.0,3447.0,611.0,36.0,28.0,3712.0,504.0,12.0,22.0,3527.0,491.0,14.0,28.999999999999943,3558.0,510.22222222222223,10.0,95.0,3272.0,789.0,55.0,39.0,3528.25,556.0,15.0,50.0,3795.0,583.0,20.0,66.0,3692.0,679.0,40.0,38.0,3265.0,539.0,14.0,37.0,3313.375,515.0,16.0,36.0,2670.0,514.0,20.0,32.0,3187.222222222222,495.0,16.0,47.0,2920.0,541.0,23.0,39.0,3583.0,547.0,23.0,58.0,2831.0,594.25,30.0,62.0,3058.0,602.3333333333334,35.0,33.0,3553.0,508.0,22.0,31.0,3338.75,498.0,15.0,37.0,3127.0,507.0,14.0,7.0,3676.0,548.0,6.0
28,33.0,4261.0,537.0,16.0,35.33333333333337,3819.0,522.6666666666666,15.0,32.0,3509.0,522.0,17.0,45.0,3443.0,612.0,36.0,27.66666666666663,3712.0,504.0,12.0,22.0,3526.0,491.0,15.0,29.000000000000057,3558.0,510.3333333333333,10.0,96.0,3264.0,789.0,52.0,39.0,3528.0,556.0,15.0,50.0,3794.0,583.0,20.0,65.5,3689.5,679.5,42.0,38.0,3264.0,540.0,14.0,37.0,3313.5,515.0,16.0,37.0,2671.0,513.0,20.0,32.0,3187.3333333333335,495.0,16.0,47.0,2918.0,541.0,23.0,39.0,3585.0,546.0,23.0,58.0,2831.0,594.375,30.0,62.0,3058.0,602.6666666666666,35.0,33.0,3555.0,508.0,22.0,31.0,3338.5,498.0,15.0,37.0,3127.076923076923,507.0,14.0,7.0,3679.0,548.0,6.0
29,32.0,4258.0,537.0,16.0,35.66666666666663,3819.0,522.3333333333334,15.0,32.0,3508.0,522.0,17.0,47.0,3434.0,610.0,44.0,27.33333333333337,3712.0,504.0,12.0,22.0,3524.0,491.0,15.0,29.0,3558.0,510.44444444444446,10.0,95.0,3251.0,789.0,60.0,39.0,3527.0,556.0,15.0,48.0,3789.0,584.0,24.0,65.0,3687.0,680.0,44.0,38.0,3263.0,540.0,14.0,37.0,3313.625,515.0,16.0,37.0,2671.6666666666665,513.0,20.0,32.0,3187.4444444444443,495.0,16.0,47.0,2916.0,541.0,23.0,39.0,3588.0,546.0,23.0,58.0,2831.0,594.5,30.0,62.0,3058.0,603.0,35.0,32.0,3557.0,508.0,23.0,31.0,3338.25,498.0,15.0,37.0,3127.153846153846,507.0,14.0,7.0,3682.0,548.0,6.0
30,31.0,4258.0,538.0,16.0,36.0,3819.0,522.0,15.0,32.0,3507.0,522.0,17.0,48.0,3430.0,608.0,48.0,27.0,3712.0,504.0,12.0,22.0,3523.0,491.0,15.0,29.0,3558.0,510.55555555555554,10.0,94.0,3239.0,787.0,68.0,39.0,3526.0,556.0,15.0,50.0,3794.0,581.0,20.0,64.0,3688.0,680.0,40.0,38.0,3262.0,540.0,14.0,37.0,3313.75,515.0,16.0,37.0,2672.3333333333335,513.0,20.0,32.0,3187.5555555555557,495.0,16.0,47.0,2915.0,541.0,23.0,39.0,3591.0,546.0,23.0,58.0,2831.0,594.625,30.0,62.0,3058.0,603.5,35.0,32.0,3559.0,508.0,23.0,31.0,3338.0,498.0,15.0,37.0,3127.230769230769,507.0,14.0,7.0,3686.0,548.0,6.0
31,31.33333333333337,4258.0,537.6666666666666,16.0,35.0,3818.0,523.0,15.0,32.0,3506.0,522.0,17.0,47.0,3428.0,607.0,36.0,28.0,3712.0,504.0,12.0,22.0,3522.0,491.0,15.0,28.999999999999943,3558.0,510.6666666666667,10.0,95.0,3230.0,787.0,68.0,38.0,3525.0,556.0,15.0,48.0,3789.0,584.0,24.0,63.0,3683.0,681.0,40.0,38.0,3260.0,541.0,14.0,37.0,3313.875,515.0,16.0,37.0,2673.0,513.0,20.0,32.0,3187.6666666666665,495.0,16.0,47.0,2913.0,541.0,23.0,39.0,3593.0,545.0,23.0,58.0,2831.0,594.75,30.0,62.0,3058.0,604.0,35.0,32.0,3562.0,509.0,23.0,31.0,3337.8,498.0,15.0,37.0,3127.3076923076924,507.0,14.0,7.0,3689.0,548.0,6.0
